sale_id,sale_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,city,state,store_id,payment_mode
S000100001,2026-06-11,C11316,P0010,Cricket Bat,Sports,1,3092,0,3092.0,Hyderabad,Telangana,ST004,Cash
S000100002,2026-06-11,C36681,P0008,Dining Table,Home,4,7753,20,24809.6,Delhi,Delhi,ST001,Debit Card
S000100003,2026-06-11,C42838,P0010,Cricket Bat,Sports,5,4970,20,19880.0,Hyderabad,Telangana,ST004,Net Banking
S000100004,2026-06-11,C06414,P0007,Milk,Grocery,5,68,15,289.0,Chennai,Tamil Nadu,ST005,Credit Card
S000100005,2026-06-11,C09591,P0009,Office Chair,Home,2,4955,15,8423.5,Jaipur,Rajasthan,ST009,Net Banking
S000100006,2026-06-11,C08206,P0004,Men T-Shirt,Fashion,3,4059,10,10959.3,Delhi,Delhi,ST001,UPI
S000100007,2026-06-11,C03438,P0002,Samsung TV,Electronics,1,41346,0,41346.0,Ahmedabad,Gujarat,ST008,Cash
S000100008,2026-06-11,C25498,P0010,Cricket Bat,Sports,1,1591,15,1352.35,Lucknow,Uttar Pradesh,ST010,UPI
S000100009,2026-06-11,C32766,P0005,Women's Jeans,Fashion,1,3839,5,3647.05,Lucknow,Uttar Pradesh,ST010,Debit Card
S000100010,2026-06-11,C16722,P0005,Women's Jeans,Fashion,1,2018,15,1715.3,Mumbai,Maharashtra,ST002,Net Banking
S000100011,2026-06-11,C19215,P0006,Rice Bag,Grocery,5,113,10,508.5,Delhi,Delhi,ST001,Cash
S000100012,2026-06-11,C07035,P0008,Dining Table,Home,2,3080,10,5544.0,Chennai,Tamil Nadu,ST005,Cash
S000100013,2026-06-11,C49003,P0004,Men T-Shirt,Fashion,1,2242,10,2017.8,Delhi,Delhi,ST001,Credit Card
S000100014,2026-06-11,C01783,P0007,Milk,Grocery,4,108,0,432.0,Lucknow,Uttar Pradesh,ST010,UPI
S000100015,2026-06-11,C24395,P0006,Rice Bag,Grocery,2,20,5,38.0,Chennai,Tamil Nadu,ST005,Net Banking
S000100016,2026-06-11,C38984,P0007,Milk,Grocery,5,281,5,1334.75,Bengaluru,Karnataka,ST003,UPI
S000100017,2026-06-11,C35340,P0006,Rice Bag,Grocery,4,86,5,326.8,Lucknow,Uttar Pradesh,ST010,Net Banking
S000100018,2026-06-11,C47262,P0001,iPhone 16,Electronics,5,70272,10,316224.0,Chennai,Tamil Nadu,ST005,UPI
S000100019,2026-06-11,C33362,P0003,Laptop,Electronics,3,11938,10,32232.6,Chennai,Tamil Nadu,ST005,Net Banking
S000100020,2026-06-11,C02486,P0010,Cricket Bat,Sports,5,9272,20,37088.0,Jaipur,Rajasthan,ST009,Debit Card
S000100021,2026-06-11,C19015,P0006,Rice Bag,Grocery,3,405,5,1154.25,Pune,Maharashtra,ST006,UPI
S000100022,2026-06-11,C21411,P0004,Men T-Shirt,Fashion,1,3909,20,3127.2,Hyderabad,Telangana,ST004,Credit Card
S000100023,2026-06-11,C18795,P0009,Office Chair,Home,1,5785,10,5206.5,Lucknow,Uttar Pradesh,ST010,Net Banking
S000100024,2026-06-11,C49014,P0006,Rice Bag,Grocery,3,121,20,290.4,Pune,Maharashtra,ST006,Debit Card
S000100025,2026-06-11,C00561,P0003,Laptop,Electronics,4,41695,15,141763.0,Mumbai,Maharashtra,ST002,Cash
S000100026,2026-06-11,C24640,P0010,Cricket Bat,Sports,2,9947,0,19894.0,Jaipur,Rajasthan,ST009,Credit Card
S000100027,2026-06-11,C46775,P0002,Samsung TV,Electronics,1,50945,5,48397.75,Hyderabad,Telangana,ST004,UPI
