sale_id,sale_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,city,state,store_id,payment_mode
S000200001,2026-06-21,C01162,P0002,Samsung TV,Electronics,2,68392,20,109427.2,Ahmedabad,Gujarat,ST008,UPI
S000200002,2026-06-21,C39717,P0004,Men T-Shirt,Fashion,3,1932,10,5216.4,Mumbai,Maharashtra,ST002,Debit Card
S000200003,2026-06-21,C04018,P0008,Dining Table,Home,4,8655,5,32889.0,Ahmedabad,Gujarat,ST008,Debit Card
S000200004,2026-06-21,C43871,P0004,Men T-Shirt,Fashion,2,4406,10,7930.8,Mumbai,Maharashtra,ST002,UPI
S000200005,2026-06-21,C42549,P0001,iPhone 16,Electronics,3,30957,0,92871.0,Lucknow,Uttar Pradesh,ST010,UPI
S000200006,2026-06-21,C01898,P0002,Samsung TV,Electronics,5,14994,0,74970.0,Chennai,Tamil Nadu,ST005,Net Banking
S000200007,2026-06-21,C05126,P0001,iPhone 16,Electronics,2,66274,10,119293.2,Kolkata,West Bengal,ST007,Debit Card
S000200008,2026-06-21,C41254,P0003,Laptop,Electronics,3,88638,15,226026.9,Jaipur,Rajasthan,ST009,Debit Card
S000200009,2026-06-21,C46599,P0005,Women's Jeans,Fashion,5,4344,0,21720.0,Kolkata,West Bengal,ST007,UPI
S000200010,2026-06-21,C08397,P0002,Samsung TV,Electronics,5,51299,15,218020.75,Mumbai,Maharashtra,ST002,Debit Card
S000200011,2026-06-21,C24042,P0001,iPhone 16,Electronics,4,79648,10,286732.8,Delhi,Delhi,ST001,Cash
S000200012,2026-06-21,C33308,P0007,Milk,Grocery,5,498,0,2490.0,Jaipur,Rajasthan,ST009,Debit Card
S000200013,2026-06-21,C26839,P0005,Women's Jeans,Fashion,2,2923,0,5846.0,Ahmedabad,Gujarat,ST008,Net Banking
S000200014,2026-06-21,C46876,P0005,Women's Jeans,Fashion,5,504,20,2016.0,Delhi,Delhi,ST001,Credit Card
