sale_id,sale_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,city,state,store_id,payment_mode
S000120001,2026-06-13,C28947,P0004,Men T-Shirt,Fashion,5,3374,0,16870.0,Mumbai,Maharashtra,ST002,Credit Card
S000120002,2026-06-13,C26639,P0006,Rice Bag,Grocery,4,418,10,1504.8,Hyderabad,Telangana,ST004,Credit Card
S000120003,2026-06-13,C39517,P0003,Laptop,Electronics,4,48685,0,194740.0,Delhi,Delhi,ST001,UPI
S000120004,2026-06-13,C39241,P0005,Women's Jeans,Fashion,1,2412,20,1929.6,Hyderabad,Telangana,ST004,Net Banking
S000120005,2026-06-13,C49520,P0009,Office Chair,Home,5,7074,10,31833.0,Delhi,Delhi,ST001,Cash
S000120006,2026-06-13,C30041,P0002,Samsung TV,Electronics,5,39345,15,167216.25,Hyderabad,Telangana,ST004,Net Banking
S000120007,2026-06-13,C05981,P0001,iPhone 16,Electronics,1,78398,0,78398.0,Jaipur,Rajasthan,ST009,Net Banking
S000120008,2026-06-13,C30949,P0010,Cricket Bat,Sports,1,12450,0,12450.0,Lucknow,Uttar Pradesh,ST010,Cash
S000120009,2026-06-13,C02821,P0009,Office Chair,Home,5,7846,10,35307.0,Delhi,Delhi,ST001,Net Banking
S000120010,2026-06-13,C03313,P0002,Samsung TV,Electronics,2,64252,0,128504.0,Ahmedabad,Gujarat,ST008,UPI
S000120011,2026-06-13,C35090,P0006,Rice Bag,Grocery,1,69,15,58.65,Hyderabad,Telangana,ST004,Debit Card
S000120012,2026-06-13,C31953,P0008,Dining Table,Home,3,8411,5,23971.35,Bengaluru,Karnataka,ST003,Net Banking
S000120013,2026-06-13,C39276,P0003,Laptop,Electronics,1,33838,10,30454.2,Pune,Maharashtra,ST006,UPI
S000120014,2026-06-13,C24181,P0008,Dining Table,Home,3,2470,15,6298.5,Delhi,Delhi,ST001,Credit Card
S000120015,2026-06-13,C39490,P0007,Milk,Grocery,4,442,5,1679.6,Bengaluru,Karnataka,ST003,Debit Card
S000120016,2026-06-13,C23336,P0009,Office Chair,Home,4,5678,15,19305.2,Kolkata,West Bengal,ST007,UPI
S000120017,2026-06-13,C09374,P0004,Men T-Shirt,Fashion,3,748,10,2019.6,Delhi,Delhi,ST001,Net Banking
S000120018,2026-06-13,C30475,P0006,Rice Bag,Grocery,4,31,20,99.2,Hyderabad,Telangana,ST004,Net Banking
S000120019,2026-06-13,C39819,P0004,Men T-Shirt,Fashion,4,3275,20,10480.0,Mumbai,Maharashtra,ST002,Net Banking
S000120020,2026-06-13,C23172,P0003,Laptop,Electronics,5,17239,0,86195.0,Bengaluru,Karnataka,ST003,Debit Card
S000120021,2026-06-13,C48209,P0005,Women's Jeans,Fashion,4,1414,5,5373.2,Hyderabad,Telangana,ST004,Debit Card
S000120022,2026-06-13,C23476,P0003,Laptop,Electronics,1,41985,0,41985.0,Ahmedabad,Gujarat,ST008,UPI
S000120023,2026-06-13,C28596,P0010,Cricket Bat,Sports,1,4696,0,4696.0,Pune,Maharashtra,ST006,Cash
S000120024,2026-06-13,C16824,P0006,Rice Bag,Grocery,5,415,20,1660.0,Ahmedabad,Gujarat,ST008,Debit Card
S000120025,2026-06-13,C44721,P0003,Laptop,Electronics,2,88465,20,141544.0,Ahmedabad,Gujarat,ST008,Net Banking
S000120026,2026-06-13,C07260,P0003,Laptop,Electronics,4,32978,15,112125.2,Pune,Maharashtra,ST006,Credit Card
S000120027,2026-06-13,C09783,P0003,Laptop,Electronics,4,34063,15,115814.2,Hyderabad,Telangana,ST004,Debit Card
S000120028,2026-06-13,C31428,P0010,Cricket Bat,Sports,1,14155,20,11324.0,Chennai,Tamil Nadu,ST005,Net Banking
S000120029,2026-06-13,C47710,P0008,Dining Table,Home,2,1840,10,3312.0,Chennai,Tamil Nadu,ST005,Debit Card
S000120030,2026-06-13,C40364,P0010,Cricket Bat,Sports,4,9449,10,34016.4,Kolkata,West Bengal,ST007,Debit Card
S000120031,2026-06-13,C38208,P0010,Cricket Bat,Sports,3,10680,5,30438.0,Lucknow,Uttar Pradesh,ST010,Net Banking
S000120032,2026-06-13,C04629,P0006,Rice Bag,Grocery,3,426,15,1086.3,Hyderabad,Telangana,ST004,Debit Card
S000120033,2026-06-13,C33939,P0001,iPhone 16,Electronics,3,54901,20,131762.4,Mumbai,Maharashtra,ST002,Credit Card
S000120034,2026-06-13,C18680,P0006,Rice Bag,Grocery,5,133,10,598.5,Jaipur,Rajasthan,ST009,Net Banking
S000120035,2026-06-13,C29707,P0003,Laptop,Electronics,2,74842,0,149684.0,Delhi,Delhi,ST001,Cash
S000120036,2026-06-13,C25346,P0008,Dining Table,Home,4,3631,10,13071.6,Mumbai,Maharashtra,ST002,Cash
S000120037,2026-06-13,C29455,P0001,iPhone 16,Electronics,2,33463,0,66926.0,Bengaluru,Karnataka,ST003,UPI
S000120038,2026-06-13,C13916,P0003,Laptop,Electronics,4,18996,15,64586.4,Hyderabad,Telangana,ST004,Debit Card
S000120039,2026-06-13,C29697,P0007,Milk,Grocery,3,52,5,148.2,Delhi,Delhi,ST001,Cash
S000120040,2026-06-13,C17268,P0001,iPhone 16,Electronics,4,56268,0,225072.0,Pune,Maharashtra,ST006,Net Banking
S000120041,2026-06-13,C08792,P0007,Milk,Grocery,2,373,0,746.0,Mumbai,Maharashtra,ST002,Cash
S000120042,2026-06-13,C07517,P0010,Cricket Bat,Sports,4,5619,5,21352.2,Lucknow,Uttar Pradesh,ST010,Credit Card
S000120043,2026-06-13,C18484,P0003,Laptop,Electronics,3,64790,10,174933.0,Delhi,Delhi,ST001,Cash
S000120044,2026-06-13,C12011,P0005,Women's Jeans,Fashion,4,2283,0,9132.0,Kolkata,West Bengal,ST007,UPI
S000120045,2026-06-13,C38806,P0006,Rice Bag,Grocery,2,102,10,183.6,Pune,Maharashtra,ST006,Credit Card
S000120046,2026-06-13,C15837,P0001,iPhone 16,Electronics,4,73664,0,294656.0,Kolkata,West Bengal,ST007,Cash
S000120047,2026-06-13,C21685,P0005,Women's Jeans,Fashion,4,1885,15,6409.0,Mumbai,Maharashtra,ST002,UPI
S000120048,2026-06-13,C19907,P0002,Samsung TV,Electronics,4,42989,0,171956.0,Jaipur,Rajasthan,ST009,Cash
S000120049,2026-06-13,C21201,P0007,Milk,Grocery,5,109,5,517.75,Kolkata,West Bengal,ST007,UPI
S000120050,2026-06-13,C10570,P0005,Women's Jeans,Fashion,1,655,0,655.0,Kolkata,West Bengal,ST007,UPI
S000120051,2026-06-13,C08592,P0005,Women's Jeans,Fashion,5,4252,10,19134.0,Kolkata,West Bengal,ST007,Debit Card
S000120052,2026-06-13,C15196,P0005,Women's Jeans,Fashion,5,615,0,3075.0,Delhi,Delhi,ST001,Net Banking
S000120053,2026-06-13,C03307,P0009,Office Chair,Home,2,5884,0,11768.0,Delhi,Delhi,ST001,Credit Card
S000120054,2026-06-13,C07934,P0003,Laptop,Electronics,2,55973,20,89556.8,Lucknow,Uttar Pradesh,ST010,Cash
S000120055,2026-06-13,C42813,P0008,Dining Table,Home,3,859,20,2061.6,Kolkata,West Bengal,ST007,UPI
S000120056,2026-06-13,C13375,P0010,Cricket Bat,Sports,1,1515,0,1515.0,Ahmedabad,Gujarat,ST008,Credit Card
S000120057,2026-06-13,C36379,P0009,Office Chair,Home,3,3004,15,7660.2,Chennai,Tamil Nadu,ST005,UPI
S000120058,2026-06-13,C33855,P0008,Dining Table,Home,4,1311,5,4981.8,Chennai,Tamil Nadu,ST005,Cash
S000120059,2026-06-13,C34625,P0007,Milk,Grocery,4,410,10,1476.0,Kolkata,West Bengal,ST007,Net Banking
