sale_id,sale_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,city,state,store_id,payment_mode
S000240001,2026-06-25,C08034,P0008,Dining Table,Home,2,6022,20,9635.2,Kolkata,West Bengal,ST007,Debit Card
S000240002,2026-06-25,C31016,P0001,iPhone 16,Electronics,5,40494,0,202470.0,Pune,Maharashtra,ST006,Credit Card
S000240003,2026-06-25,C02170,P0010,Cricket Bat,Sports,2,11555,15,19643.5,Hyderabad,Telangana,ST004,Cash
S000240004,2026-06-25,C43402,P0005,Women's Jeans,Fashion,3,2568,0,7704.0,Bengaluru,Karnataka,ST003,Net Banking
S000240005,2026-06-25,C09680,P0009,Office Chair,Home,3,1674,20,4017.6,Chennai,Tamil Nadu,ST005,UPI
S000240006,2026-06-25,C33045,P0005,Women's Jeans,Fashion,4,3685,15,12529.0,Bengaluru,Karnataka,ST003,Net Banking
S000240007,2026-06-25,C16249,P0008,Dining Table,Home,2,6873,20,10996.8,Kolkata,West Bengal,ST007,Net Banking
S000240008,2026-06-25,C49067,P0002,Samsung TV,Electronics,3,86028,10,232275.6,Ahmedabad,Gujarat,ST008,Net Banking
S000240009,2026-06-25,C38689,P0010,Cricket Bat,Sports,1,2427,20,1941.6,Hyderabad,Telangana,ST004,Debit Card
S000240010,2026-06-25,C48444,P0003,Laptop,Electronics,4,11077,10,39877.2,Ahmedabad,Gujarat,ST008,Credit Card
S000240011,2026-06-25,C26579,P0003,Laptop,Electronics,3,22859,10,61719.3,Kolkata,West Bengal,ST007,Credit Card
S000240012,2026-06-25,C28989,P0006,Rice Bag,Grocery,5,81,0,405.0,Bengaluru,Karnataka,ST003,Credit Card
S000240013,2026-06-25,C03420,P0007,Milk,Grocery,5,102,15,433.5,Delhi,Delhi,ST001,Net Banking
S000240014,2026-06-25,C47831,P0010,Cricket Bat,Sports,2,5803,5,11025.7,Kolkata,West Bengal,ST007,UPI
S000240015,2026-06-25,C32923,P0007,Milk,Grocery,1,22,0,22.0,Chennai,Tamil Nadu,ST005,UPI
S000240016,2026-06-25,C23102,P0004,Men T-Shirt,Fashion,3,1968,15,5018.4,Mumbai,Maharashtra,ST002,Net Banking
S000240017,2026-06-25,C17048,P0001,iPhone 16,Electronics,4,33687,20,107798.4,Lucknow,Uttar Pradesh,ST010,Credit Card
S000240018,2026-06-25,C44781,P0007,Milk,Grocery,1,353,5,335.35,Delhi,Delhi,ST001,Cash
S000240019,2026-06-25,C20445,P0009,Office Chair,Home,4,5187,20,16598.4,Ahmedabad,Gujarat,ST008,UPI
S000240020,2026-06-25,C27426,P0007,Milk,Grocery,2,394,15,669.8,Lucknow,Uttar Pradesh,ST010,UPI
S000240021,2026-06-25,C28883,P0009,Office Chair,Home,2,7445,20,11912.0,Chennai,Tamil Nadu,ST005,Cash
S000240022,2026-06-25,C14585,P0001,iPhone 16,Electronics,5,81120,20,324480.0,Ahmedabad,Gujarat,ST008,Net Banking
S000240023,2026-06-25,C30688,P0001,iPhone 16,Electronics,1,58452,0,58452.0,Pune,Maharashtra,ST006,Cash
S000240024,2026-06-25,C01640,P0010,Cricket Bat,Sports,4,14680,0,58720.0,Delhi,Delhi,ST001,Debit Card
S000240025,2026-06-25,C11742,P0004,Men T-Shirt,Fashion,4,597,15,2029.8,Mumbai,Maharashtra,ST002,Credit Card
S000240026,2026-06-25,C21576,P0007,Milk,Grocery,3,365,20,876.0,Ahmedabad,Gujarat,ST008,Debit Card
S000240027,2026-06-25,C06252,P0002,Samsung TV,Electronics,4,38652,15,131416.8,Pune,Maharashtra,ST006,Net Banking
S000240028,2026-06-25,C42735,P0006,Rice Bag,Grocery,3,63,20,151.2,Kolkata,West Bengal,ST007,Net Banking
S000240029,2026-06-25,C27167,P0003,Laptop,Electronics,3,42459,20,101901.6,Mumbai,Maharashtra,ST002,Cash
S000240030,2026-06-25,C18204,P0002,Samsung TV,Electronics,5,38534,10,173403.0,Jaipur,Rajasthan,ST009,Credit Card
S000240031,2026-06-25,C16518,P0003,Laptop,Electronics,2,56488,20,90380.8,Pune,Maharashtra,ST006,Cash
S000240032,2026-06-25,C34772,P0006,Rice Bag,Grocery,2,63,10,113.4,Ahmedabad,Gujarat,ST008,Debit Card
S000240033,2026-06-25,C33370,P0008,Dining Table,Home,4,5112,20,16358.4,Mumbai,Maharashtra,ST002,Credit Card
S000240034,2026-06-25,C41820,P0008,Dining Table,Home,1,2696,0,2696.0,Chennai,Tamil Nadu,ST005,Credit Card
S000240035,2026-06-25,C04550,P0002,Samsung TV,Electronics,5,39921,0,199605.0,Hyderabad,Telangana,ST004,Net Banking
S000240036,2026-06-25,C42505,P0004,Men T-Shirt,Fashion,1,4792,15,4073.2,Ahmedabad,Gujarat,ST008,Cash
S000240037,2026-06-25,C18616,P0010,Cricket Bat,Sports,1,10282,10,9253.8,Pune,Maharashtra,ST006,Debit Card
S000240038,2026-06-25,C11009,P0008,Dining Table,Home,1,2488,0,2488.0,Delhi,Delhi,ST001,Credit Card
S000240039,2026-06-25,C42874,P0007,Milk,Grocery,3,30,10,81.0,Delhi,Delhi,ST001,Cash
S000240040,2026-06-25,C09818,P0006,Rice Bag,Grocery,4,156,10,561.6,Ahmedabad,Gujarat,ST008,UPI
S000240041,2026-06-25,C34527,P0009,Office Chair,Home,2,4835,5,9186.5,Kolkata,West Bengal,ST007,Net Banking
S000240042,2026-06-25,C21432,P0006,Rice Bag,Grocery,4,123,0,492.0,Kolkata,West Bengal,ST007,Credit Card
S000240043,2026-06-25,C40886,P0007,Milk,Grocery,2,113,0,226.0,Ahmedabad,Gujarat,ST008,Debit Card
S000240044,2026-06-25,C48541,P0006,Rice Bag,Grocery,4,220,20,704.0,Ahmedabad,Gujarat,ST008,Net Banking
S000240045,2026-06-25,C23856,P0003,Laptop,Electronics,2,19020,15,32334.0,Mumbai,Maharashtra,ST002,UPI
S000240046,2026-06-25,C36831,P0010,Cricket Bat,Sports,2,12384,15,21052.8,Chennai,Tamil Nadu,ST005,Cash
S000240047,2026-06-25,C07519,P0004,Men T-Shirt,Fashion,1,2051,15,1743.35,Delhi,Delhi,ST001,Net Banking
S000240048,2026-06-25,C43643,P0006,Rice Bag,Grocery,2,44,10,79.2,Lucknow,Uttar Pradesh,ST010,Credit Card
S000240049,2026-06-25,C18999,P0005,Women's Jeans,Fashion,5,1091,20,4364.0,Hyderabad,Telangana,ST004,UPI
S000240050,2026-06-25,C05309,P0007,Milk,Grocery,3,276,20,662.4,Lucknow,Uttar Pradesh,ST010,Credit Card
S000240051,2026-06-25,C42794,P0004,Men T-Shirt,Fashion,2,3604,15,6126.8,Ahmedabad,Gujarat,ST008,Debit Card
S000240052,2026-06-25,C29123,P0004,Men T-Shirt,Fashion,4,3938,20,12601.6,Jaipur,Rajasthan,ST009,Cash
S000240053,2026-06-25,C30812,P0001,iPhone 16,Electronics,1,54677,5,51943.15,Pune,Maharashtra,ST006,UPI
S000240054,2026-06-25,C36358,P0006,Rice Bag,Grocery,4,339,5,1288.2,Hyderabad,Telangana,ST004,Net Banking
S000240055,2026-06-25,C13089,P0008,Dining Table,Home,1,7468,10,6721.2,Ahmedabad,Gujarat,ST008,Cash
S000240056,2026-06-25,C26879,P0003,Laptop,Electronics,2,76854,20,122966.4,Chennai,Tamil Nadu,ST005,Debit Card
S000240057,2026-06-25,C09611,P0010,Cricket Bat,Sports,2,6807,20,10891.2,Lucknow,Uttar Pradesh,ST010,Net Banking
S000240058,2026-06-25,C45848,P0008,Dining Table,Home,3,845,5,2408.25,Jaipur,Rajasthan,ST009,Credit Card
S000240059,2026-06-25,C36021,P0002,Samsung TV,Electronics,3,19565,15,49890.75,Chennai,Tamil Nadu,ST005,Cash
S000240060,2026-06-25,C23714,P0005,Women's Jeans,Fashion,2,1868,5,3549.2,Pune,Maharashtra,ST006,Credit Card
