sale_id,sale_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,city,state,store_id,payment_mode
S000020001,2026-06-03,C42489,P0007,Milk,Grocery,3,265,15,675.75,Lucknow,Uttar Pradesh,ST010,Cash
S000020002,2026-06-03,C36097,P0004,Men T-Shirt,Fashion,4,2986,0,11944.0,Kolkata,West Bengal,ST007,Credit Card
S000020003,2026-06-03,C20176,P0002,Samsung TV,Electronics,4,68484,15,232845.6,Bengaluru,Karnataka,ST003,Debit Card
S000020004,2026-06-03,C44074,P0006,Rice Bag,Grocery,5,321,5,1524.75,Hyderabad,Telangana,ST004,Debit Card
S000020005,2026-06-03,C34376,P0010,Cricket Bat,Sports,2,6402,10,11523.6,Lucknow,Uttar Pradesh,ST010,UPI
S000020006,2026-06-03,C03950,P0005,Women's Jeans,Fashion,5,3050,5,14487.5,Hyderabad,Telangana,ST004,Cash
S000020007,2026-06-03,C00362,P0008,Dining Table,Home,3,7986,20,19166.4,Kolkata,West Bengal,ST007,UPI
S000020008,2026-06-03,C43969,P0004,Men T-Shirt,Fashion,4,4425,10,15930.0,Kolkata,West Bengal,ST007,Credit Card
S000020009,2026-06-03,C41858,P0006,Rice Bag,Grocery,4,147,0,588.0,Pune,Maharashtra,ST006,Credit Card
S000020010,2026-06-03,C33077,P0003,Laptop,Electronics,3,79550,0,238650.0,Chennai,Tamil Nadu,ST005,Credit Card
S000020011,2026-06-03,C48241,P0006,Rice Bag,Grocery,4,393,0,1572.0,Pune,Maharashtra,ST006,Credit Card
S000020012,2026-06-03,C05797,P0005,Women's Jeans,Fashion,5,4349,5,20657.75,Hyderabad,Telangana,ST004,Credit Card
S000020013,2026-06-03,C20839,P0006,Rice Bag,Grocery,1,226,0,226.0,Bengaluru,Karnataka,ST003,Net Banking
S000020014,2026-06-03,C25506,P0010,Cricket Bat,Sports,3,9044,5,25775.4,Ahmedabad,Gujarat,ST008,Credit Card
S000020015,2026-06-03,C30403,P0004,Men T-Shirt,Fashion,1,3510,10,3159.0,Chennai,Tamil Nadu,ST005,UPI
S000020016,2026-06-03,C04609,P0006,Rice Bag,Grocery,1,131,0,131.0,Delhi,Delhi,ST001,Net Banking
S000020017,2026-06-03,C35547,P0003,Laptop,Electronics,1,35173,20,28138.4,Delhi,Delhi,ST001,Net Banking
S000020018,2026-06-03,C41668,P0001,iPhone 16,Electronics,4,54313,10,195526.8,Pune,Maharashtra,ST006,Debit Card
S000020019,2026-06-03,C09468,P0003,Laptop,Electronics,3,70853,10,191303.1,Kolkata,West Bengal,ST007,Net Banking
S000020020,2026-06-03,C28672,P0006,Rice Bag,Grocery,5,219,10,985.5,Ahmedabad,Gujarat,ST008,Debit Card
S000020021,2026-06-03,C37910,P0006,Rice Bag,Grocery,5,191,5,907.25,Delhi,Delhi,ST001,UPI
S000020022,2026-06-03,C47622,P0009,Office Chair,Home,4,6856,5,26052.8,Ahmedabad,Gujarat,ST008,Credit Card
S000020023,2026-06-03,C30024,P0010,Cricket Bat,Sports,5,13587,15,57744.75,Ahmedabad,Gujarat,ST008,Debit Card
S000020024,2026-06-03,C13329,P0006,Rice Bag,Grocery,5,169,0,845.0,Bengaluru,Karnataka,ST003,Cash
S000020025,2026-06-03,C39914,P0008,Dining Table,Home,1,9361,5,8892.95,Delhi,Delhi,ST001,Net Banking
S000020026,2026-06-03,C24728,P0003,Laptop,Electronics,3,35890,10,96903.0,Ahmedabad,Gujarat,ST008,Debit Card
S000020027,2026-06-03,C23968,P0004,Men T-Shirt,Fashion,2,4159,15,7070.3,Lucknow,Uttar Pradesh,ST010,Cash
S000020028,2026-06-03,C40727,P0010,Cricket Bat,Sports,5,4376,5,20786.0,Pune,Maharashtra,ST006,Net Banking
S000020029,2026-06-03,C45024,P0008,Dining Table,Home,1,9927,10,8934.3,Bengaluru,Karnataka,ST003,Cash
S000020030,2026-06-03,C25967,P0010,Cricket Bat,Sports,1,13453,10,12107.7,Ahmedabad,Gujarat,ST008,Net Banking
S000020031,2026-06-03,C24635,P0004,Men T-Shirt,Fashion,4,2303,0,9212.0,Ahmedabad,Gujarat,ST008,UPI
S000020032,2026-06-03,C24191,P0001,iPhone 16,Electronics,5,27556,0,137780.0,Kolkata,West Bengal,ST007,UPI
S000020033,2026-06-03,C38499,P0001,iPhone 16,Electronics,2,43031,5,81758.9,Jaipur,Rajasthan,ST009,Net Banking
S000020034,2026-06-03,C29719,P0008,Dining Table,Home,1,2290,15,1946.5,Ahmedabad,Gujarat,ST008,Net Banking
S000020035,2026-06-03,C12415,P0008,Dining Table,Home,2,9234,5,17544.6,Mumbai,Maharashtra,ST002,Credit Card
S000020036,2026-06-03,C37908,P0002,Samsung TV,Electronics,5,17784,10,80028.0,Jaipur,Rajasthan,ST009,UPI
S000020037,2026-06-03,C26162,P0002,Samsung TV,Electronics,1,53150,0,53150.0,Lucknow,Uttar Pradesh,ST010,Net Banking
S000020038,2026-06-03,C22659,P0004,Men T-Shirt,Fashion,3,1986,15,5064.3,Kolkata,West Bengal,ST007,Cash
S000020039,2026-06-03,C46914,P0008,Dining Table,Home,1,6196,5,5886.2,Chennai,Tamil Nadu,ST005,Credit Card
S000020040,2026-06-03,C10026,P0010,Cricket Bat,Sports,4,2915,0,11660.0,Lucknow,Uttar Pradesh,ST010,Debit Card
S000020041,2026-06-03,C26121,P0001,iPhone 16,Electronics,1,32055,0,32055.0,Mumbai,Maharashtra,ST002,Net Banking
S000020042,2026-06-03,C06942,P0009,Office Chair,Home,3,5208,20,12499.2,Mumbai,Maharashtra,ST002,Credit Card
S000020043,2026-06-03,C09447,P0004,Men T-Shirt,Fashion,1,1309,20,1047.2,Kolkata,West Bengal,ST007,Credit Card
S000020044,2026-06-03,C26258,P0005,Women's Jeans,Fashion,5,4677,5,22215.75,Bengaluru,Karnataka,ST003,Debit Card
S000020045,2026-06-03,C39351,P0005,Women's Jeans,Fashion,4,3146,15,10696.4,Bengaluru,Karnataka,ST003,Cash
S000020046,2026-06-03,C13293,P0008,Dining Table,Home,1,7667,20,6133.6,Pune,Maharashtra,ST006,Debit Card
S000020047,2026-06-03,C08509,P0005,Women's Jeans,Fashion,3,3544,10,9568.8,Kolkata,West Bengal,ST007,Credit Card
S000020048,2026-06-03,C20491,P0007,Milk,Grocery,3,240,20,576.0,Pune,Maharashtra,ST006,UPI
S000020049,2026-06-03,C09386,P0010,Cricket Bat,Sports,4,5697,20,18230.4,Jaipur,Rajasthan,ST009,Net Banking
S000020050,2026-06-03,C22578,P0004,Men T-Shirt,Fashion,3,1277,5,3639.45,Hyderabad,Telangana,ST004,Debit Card
S000020051,2026-06-03,C22412,P0008,Dining Table,Home,1,2130,20,1704.0,Ahmedabad,Gujarat,ST008,Net Banking
S000020052,2026-06-03,C48252,P0010,Cricket Bat,Sports,1,9104,15,7738.4,Hyderabad,Telangana,ST004,Cash
S000020053,2026-06-03,C17360,P0001,iPhone 16,Electronics,5,68313,15,290330.25,Bengaluru,Karnataka,ST003,Debit Card
S000020054,2026-06-03,C03084,P0007,Milk,Grocery,5,185,20,740.0,Pune,Maharashtra,ST006,UPI
S000020055,2026-06-03,C43099,P0009,Office Chair,Home,3,1975,20,4740.0,Pune,Maharashtra,ST006,Net Banking
S000020056,2026-06-03,C05432,P0005,Women's Jeans,Fashion,4,2372,0,9488.0,Pune,Maharashtra,ST006,Credit Card
S000020057,2026-06-03,C36349,P0003,Laptop,Electronics,5,38727,10,174271.5,Chennai,Tamil Nadu,ST005,Credit Card
S000020058,2026-06-03,C23383,P0005,Women's Jeans,Fashion,1,4001,10,3600.9,Bengaluru,Karnataka,ST003,UPI
S000020059,2026-06-03,C17196,P0007,Milk,Grocery,4,446,5,1694.8,Jaipur,Rajasthan,ST009,UPI
S000020060,2026-06-03,C25424,P0004,Men T-Shirt,Fashion,1,1604,15,1363.4,Hyderabad,Telangana,ST004,Net Banking
S000020061,2026-06-03,C22420,P0008,Dining Table,Home,2,6045,5,11485.5,Jaipur,Rajasthan,ST009,Debit Card
S000020062,2026-06-03,C42102,P0002,Samsung TV,Electronics,1,22443,0,22443.0,Bengaluru,Karnataka,ST003,Debit Card
S000020063,2026-06-03,C07779,P0008,Dining Table,Home,5,8357,5,39695.75,Mumbai,Maharashtra,ST002,Debit Card
S000020064,2026-06-03,C40929,P0003,Laptop,Electronics,1,79087,20,63269.6,Ahmedabad,Gujarat,ST008,Cash
S000020065,2026-06-03,C15349,P0008,Dining Table,Home,5,8771,20,35084.0,Ahmedabad,Gujarat,ST008,Debit Card
S000020066,2026-06-03,C26559,P0005,Women's Jeans,Fashion,2,1423,5,2703.7,Bengaluru,Karnataka,ST003,Credit Card
S000020067,2026-06-03,C49240,P0010,Cricket Bat,Sports,2,13285,15,22584.5,Lucknow,Uttar Pradesh,ST010,Net Banking
S000020068,2026-06-03,C29228,P0006,Rice Bag,Grocery,4,122,0,488.0,Kolkata,West Bengal,ST007,Net Banking
S000020069,2026-06-03,C25421,P0004,Men T-Shirt,Fashion,1,2633,0,2633.0,Ahmedabad,Gujarat,ST008,Net Banking
S000020070,2026-06-03,C07457,P0003,Laptop,Electronics,3,23576,0,70728.0,Ahmedabad,Gujarat,ST008,Net Banking
S000020071,2026-06-03,C46516,P0005,Women's Jeans,Fashion,5,3251,10,14629.5,Kolkata,West Bengal,ST007,Cash
S000020072,2026-06-03,C27388,P0004,Men T-Shirt,Fashion,3,1033,20,2479.2,Mumbai,Maharashtra,ST002,Credit Card
S000020073,2026-06-03,C04323,P0004,Men T-Shirt,Fashion,4,2604,5,9895.2,Bengaluru,Karnataka,ST003,Credit Card
S000020074,2026-06-03,C03238,P0008,Dining Table,Home,1,7084,10,6375.6,Bengaluru,Karnataka,ST003,Debit Card
S000020075,2026-06-03,C37363,P0008,Dining Table,Home,4,8324,5,31631.2,Kolkata,West Bengal,ST007,Debit Card
S000020076,2026-06-03,C41736,P0002,Samsung TV,Electronics,1,32481,10,29232.9,Mumbai,Maharashtra,ST002,Cash
