sale_id,sale_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,city,state,store_id,payment_mode
S000070001,2026-06-08,C10391,P0006,Rice Bag,Grocery,3,246,0,738.0,Hyderabad,Telangana,ST004,Net Banking
S000070002,2026-06-08,C24224,P0007,Milk,Grocery,5,223,10,1003.5,Mumbai,Maharashtra,ST002,Debit Card
S000070003,2026-06-08,C18334,P0008,Dining Table,Home,5,1597,15,6787.25,Hyderabad,Telangana,ST004,UPI
S000070004,2026-06-08,C34382,P0002,Samsung TV,Electronics,5,68059,10,306265.5,Mumbai,Maharashtra,ST002,Cash
S000070005,2026-06-08,C06275,P0004,Men T-Shirt,Fashion,3,629,20,1509.6,Mumbai,Maharashtra,ST002,Cash
S000070006,2026-06-08,C19960,P0004,Men T-Shirt,Fashion,2,3719,20,5950.4,Pune,Maharashtra,ST006,Cash
S000070007,2026-06-08,C12704,P0002,Samsung TV,Electronics,2,11956,20,19129.6,Chennai,Tamil Nadu,ST005,UPI
S000070008,2026-06-08,C19259,P0001,iPhone 16,Electronics,1,71182,5,67622.9,Delhi,Delhi,ST001,UPI
S000070009,2026-06-08,C18738,P0004,Men T-Shirt,Fashion,1,4954,10,4458.6,Bengaluru,Karnataka,ST003,Credit Card
S000070010,2026-06-08,C00244,P0006,Rice Bag,Grocery,1,212,10,190.8,Kolkata,West Bengal,ST007,Credit Card
S000070011,2026-06-08,C09717,P0008,Dining Table,Home,3,9277,5,26439.45,Mumbai,Maharashtra,ST002,Net Banking
S000070012,2026-06-08,C08425,P0001,iPhone 16,Electronics,2,46035,10,82863.0,Ahmedabad,Gujarat,ST008,Debit Card
S000070013,2026-06-08,C46545,P0006,Rice Bag,Grocery,3,294,20,705.6,Pune,Maharashtra,ST006,Credit Card
S000070014,2026-06-08,C25080,P0010,Cricket Bat,Sports,2,839,0,1678.0,Delhi,Delhi,ST001,UPI
S000070015,2026-06-08,C08702,P0003,Laptop,Electronics,3,62687,0,188061.0,Ahmedabad,Gujarat,ST008,UPI
S000070016,2026-06-08,C34898,P0009,Office Chair,Home,5,8978,0,44890.0,Lucknow,Uttar Pradesh,ST010,Debit Card
S000070017,2026-06-08,C19252,P0005,Women's Jeans,Fashion,5,4357,5,20695.75,Mumbai,Maharashtra,ST002,UPI
S000070018,2026-06-08,C37912,P0004,Men T-Shirt,Fashion,4,4335,20,13872.0,Lucknow,Uttar Pradesh,ST010,Debit Card
S000070019,2026-06-08,C42815,P0001,iPhone 16,Electronics,1,53289,15,45295.65,Chennai,Tamil Nadu,ST005,Net Banking
S000070020,2026-06-08,C10535,P0003,Laptop,Electronics,2,43180,20,69088.0,Bengaluru,Karnataka,ST003,Cash
S000070021,2026-06-08,C39516,P0002,Samsung TV,Electronics,1,45522,20,36417.6,Bengaluru,Karnataka,ST003,Debit Card
S000070022,2026-06-08,C20905,P0002,Samsung TV,Electronics,2,36913,15,62752.1,Ahmedabad,Gujarat,ST008,UPI
S000070023,2026-06-08,C48654,P0005,Women's Jeans,Fashion,2,1601,20,2561.6,Lucknow,Uttar Pradesh,ST010,Debit Card
S000070024,2026-06-08,C42125,P0010,Cricket Bat,Sports,1,3368,0,3368.0,Ahmedabad,Gujarat,ST008,Cash
S000070025,2026-06-08,C04419,P0008,Dining Table,Home,3,5390,5,15361.5,Lucknow,Uttar Pradesh,ST010,Debit Card
S000070026,2026-06-08,C15852,P0005,Women's Jeans,Fashion,5,2806,0,14030.0,Delhi,Delhi,ST001,Credit Card
S000070027,2026-06-08,C12541,P0001,iPhone 16,Electronics,1,81403,0,81403.0,Mumbai,Maharashtra,ST002,Debit Card
S000070028,2026-06-08,C14521,P0006,Rice Bag,Grocery,2,325,5,617.5,Lucknow,Uttar Pradesh,ST010,Net Banking
S000070029,2026-06-08,C27370,P0001,iPhone 16,Electronics,1,57299,15,48704.15,Pune,Maharashtra,ST006,Debit Card
S000070030,2026-06-08,C17201,P0009,Office Chair,Home,5,7521,10,33844.5,Kolkata,West Bengal,ST007,Credit Card
S000070031,2026-06-08,C29024,P0006,Rice Bag,Grocery,3,471,10,1271.7,Ahmedabad,Gujarat,ST008,Credit Card
S000070032,2026-06-08,C09402,P0010,Cricket Bat,Sports,4,1197,10,4309.2,Delhi,Delhi,ST001,Debit Card
S000070033,2026-06-08,C28497,P0006,Rice Bag,Grocery,2,198,10,356.4,Lucknow,Uttar Pradesh,ST010,Net Banking
S000070034,2026-06-08,C41395,P0007,Milk,Grocery,2,118,15,200.6,Kolkata,West Bengal,ST007,UPI
S000070035,2026-06-08,C04575,P0001,iPhone 16,Electronics,5,65352,10,294084.0,Delhi,Delhi,ST001,Cash
S000070036,2026-06-08,C25993,P0005,Women's Jeans,Fashion,4,3654,0,14616.0,Ahmedabad,Gujarat,ST008,UPI
S000070037,2026-06-08,C03172,P0010,Cricket Bat,Sports,3,9853,5,28081.05,Kolkata,West Bengal,ST007,Credit Card
S000070038,2026-06-08,C17024,P0002,Samsung TV,Electronics,5,25167,10,113251.5,Ahmedabad,Gujarat,ST008,Cash
S000070039,2026-06-08,C42910,P0002,Samsung TV,Electronics,1,48813,10,43931.7,Pune,Maharashtra,ST006,UPI
S000070040,2026-06-08,C19247,P0003,Laptop,Electronics,4,69820,20,223424.0,Chennai,Tamil Nadu,ST005,Cash
S000070041,2026-06-08,C30724,P0001,iPhone 16,Electronics,3,46743,15,119194.65,Mumbai,Maharashtra,ST002,Net Banking
S000070042,2026-06-08,C21571,P0008,Dining Table,Home,5,9870,10,44415.0,Ahmedabad,Gujarat,ST008,Cash
S000070043,2026-06-08,C46088,P0002,Samsung TV,Electronics,1,77626,20,62100.8,Bengaluru,Karnataka,ST003,UPI
S000070044,2026-06-08,C32413,P0005,Women's Jeans,Fashion,3,2902,0,8706.0,Jaipur,Rajasthan,ST009,Cash
S000070045,2026-06-08,C13333,P0002,Samsung TV,Electronics,2,57523,15,97789.1,Mumbai,Maharashtra,ST002,Cash
S000070046,2026-06-08,C23037,P0005,Women's Jeans,Fashion,5,3018,20,12072.0,Chennai,Tamil Nadu,ST005,Debit Card
S000070047,2026-06-08,C23679,P0010,Cricket Bat,Sports,4,4778,15,16245.2,Kolkata,West Bengal,ST007,Net Banking
S000070048,2026-06-08,C48360,P0008,Dining Table,Home,5,7636,5,36271.0,Delhi,Delhi,ST001,Cash
S000070049,2026-06-08,C00308,P0005,Women's Jeans,Fashion,2,1170,0,2340.0,Hyderabad,Telangana,ST004,Net Banking
S000070050,2026-06-08,C48324,P0004,Men T-Shirt,Fashion,3,2171,15,5536.05,Ahmedabad,Gujarat,ST008,Credit Card
S000070051,2026-06-08,C12765,P0010,Cricket Bat,Sports,5,3431,15,14581.75,Bengaluru,Karnataka,ST003,Credit Card
S000070052,2026-06-08,C35840,P0001,iPhone 16,Electronics,4,83603,15,284250.2,Chennai,Tamil Nadu,ST005,Cash
S000070053,2026-06-08,C14702,P0003,Laptop,Electronics,4,11360,5,43168.0,Lucknow,Uttar Pradesh,ST010,Cash
S000070054,2026-06-08,C09798,P0004,Men T-Shirt,Fashion,1,2229,10,2006.1,Delhi,Delhi,ST001,Cash
S000070055,2026-06-08,C30717,P0010,Cricket Bat,Sports,1,3594,10,3234.6,Ahmedabad,Gujarat,ST008,Net Banking
S000070056,2026-06-08,C09984,P0003,Laptop,Electronics,1,87145,0,87145.0,Lucknow,Uttar Pradesh,ST010,Net Banking
S000070057,2026-06-08,C40160,P0009,Office Chair,Home,4,9159,20,29308.8,Chennai,Tamil Nadu,ST005,UPI
S000070058,2026-06-08,C24829,P0001,iPhone 16,Electronics,1,35378,0,35378.0,Mumbai,Maharashtra,ST002,Net Banking
S000070059,2026-06-08,C28663,P0005,Women's Jeans,Fashion,1,1448,5,1375.6,Jaipur,Rajasthan,ST009,UPI
S000070060,2026-06-08,C37117,P0007,Milk,Grocery,1,27,15,22.95,Hyderabad,Telangana,ST004,UPI
S000070061,2026-06-08,C42544,P0003,Laptop,Electronics,3,78013,0,234039.0,Ahmedabad,Gujarat,ST008,Debit Card
S000070062,2026-06-08,C31691,P0010,Cricket Bat,Sports,4,6244,10,22478.4,Mumbai,Maharashtra,ST002,Credit Card
S000070063,2026-06-08,C31863,P0003,Laptop,Electronics,4,60432,20,193382.4,Kolkata,West Bengal,ST007,Debit Card
S000070064,2026-06-08,C44648,P0008,Dining Table,Home,3,9453,5,26941.05,Kolkata,West Bengal,ST007,Cash
S000070065,2026-06-08,C22394,P0008,Dining Table,Home,5,3075,5,14606.25,Lucknow,Uttar Pradesh,ST010,UPI
S000070066,2026-06-08,C01579,P0010,Cricket Bat,Sports,2,6761,10,12169.8,Pune,Maharashtra,ST006,Net Banking
S000070067,2026-06-08,C41251,P0001,iPhone 16,Electronics,1,77298,15,65703.3,Jaipur,Rajasthan,ST009,UPI
S000070068,2026-06-08,C24675,P0006,Rice Bag,Grocery,2,125,5,237.5,Bengaluru,Karnataka,ST003,Net Banking
S000070069,2026-06-08,C38102,P0002,Samsung TV,Electronics,2,73489,20,117582.4,Bengaluru,Karnataka,ST003,Credit Card
S000070070,2026-06-08,C29573,P0009,Office Chair,Home,5,7594,10,34173.0,Kolkata,West Bengal,ST007,Net Banking
S000070071,2026-06-08,C24314,P0003,Laptop,Electronics,3,28478,10,76890.6,Lucknow,Uttar Pradesh,ST010,UPI
S000070072,2026-06-08,C44168,P0002,Samsung TV,Electronics,2,70486,5,133923.4,Bengaluru,Karnataka,ST003,Cash
S000070073,2026-06-08,C12777,P0009,Office Chair,Home,3,3405,20,8172.0,Kolkata,West Bengal,ST007,Credit Card
S000070074,2026-06-08,C25444,P0001,iPhone 16,Electronics,1,25744,5,24456.8,Ahmedabad,Gujarat,ST008,Cash
S000070075,2026-06-08,C18455,P0005,Women's Jeans,Fashion,1,4485,20,3588.0,Mumbai,Maharashtra,ST002,Credit Card
S000070076,2026-06-08,C02193,P0006,Rice Bag,Grocery,4,323,15,1098.2,Mumbai,Maharashtra,ST002,Cash
S000070077,2026-06-08,C39310,P0004,Men T-Shirt,Fashion,2,690,5,1311.0,Delhi,Delhi,ST001,UPI
S000070078,2026-06-08,C15704,P0009,Office Chair,Home,1,5971,10,5373.9,Pune,Maharashtra,ST006,Cash
S000070079,2026-06-08,C37176,P0001,iPhone 16,Electronics,5,10298,20,41192.0,Hyderabad,Telangana,ST004,Net Banking
S000070080,2026-06-08,C31030,P0010,Cricket Bat,Sports,5,11314,5,53741.5,Chennai,Tamil Nadu,ST005,Debit Card
S000070081,2026-06-08,C41650,P0006,Rice Bag,Grocery,2,417,0,834.0,Lucknow,Uttar Pradesh,ST010,UPI
S000070082,2026-06-08,C18462,P0001,iPhone 16,Electronics,1,66133,0,66133.0,Bengaluru,Karnataka,ST003,Net Banking
S000070083,2026-06-08,C28160,P0009,Office Chair,Home,5,6406,15,27225.5,Mumbai,Maharashtra,ST002,Net Banking
S000070084,2026-06-08,C44790,P0002,Samsung TV,Electronics,1,70129,0,70129.0,Hyderabad,Telangana,ST004,UPI
S000070085,2026-06-08,C22000,P0004,Men T-Shirt,Fashion,1,2780,5,2641.0,Hyderabad,Telangana,ST004,Cash
S000070086,2026-06-08,C15079,P0006,Rice Bag,Grocery,2,216,5,410.4,Delhi,Delhi,ST001,Cash
S000070087,2026-06-08,C42046,P0007,Milk,Grocery,5,318,5,1510.5,Hyderabad,Telangana,ST004,UPI
S000070088,2026-06-08,C49345,P0006,Rice Bag,Grocery,3,335,20,804.0,Jaipur,Rajasthan,ST009,Debit Card
S000070089,2026-06-08,C06363,P0004,Men T-Shirt,Fashion,4,600,0,2400.0,Chennai,Tamil Nadu,ST005,UPI
S000070090,2026-06-08,C28842,P0009,Office Chair,Home,1,6299,5,5984.05,Bengaluru,Karnataka,ST003,Credit Card
S000070091,2026-06-08,C35750,P0003,Laptop,Electronics,3,34260,15,87363.0,Pune,Maharashtra,ST006,UPI
S000070092,2026-06-08,C18470,P0009,Office Chair,Home,2,5435,5,10326.5,Mumbai,Maharashtra,ST002,Credit Card
S000070093,2026-06-08,C37954,P0008,Dining Table,Home,3,8884,5,25319.4,Pune,Maharashtra,ST006,Net Banking
S000070094,2026-06-08,C48640,P0007,Milk,Grocery,4,106,5,402.8,Chennai,Tamil Nadu,ST005,UPI
S000070095,2026-06-08,C08151,P0001,iPhone 16,Electronics,2,74643,0,149286.0,Lucknow,Uttar Pradesh,ST010,Net Banking
S000070096,2026-06-08,C11429,P0003,Laptop,Electronics,4,65150,5,247570.0,Bengaluru,Karnataka,ST003,UPI
S000070097,2026-06-08,C11308,P0003,Laptop,Electronics,5,64252,10,289134.0,Mumbai,Maharashtra,ST002,Debit Card
S000070098,2026-06-08,C00284,P0003,Laptop,Electronics,5,70141,15,298099.25,Pune,Maharashtra,ST006,Debit Card
S000070099,2026-06-08,C31200,P0008,Dining Table,Home,3,1674,10,4519.8,Bengaluru,Karnataka,ST003,Credit Card
S000070100,2026-06-08,C45018,P0001,iPhone 16,Electronics,4,18816,0,75264.0,Lucknow,Uttar Pradesh,ST010,Debit Card
S000070101,2026-06-08,C09826,P0004,Men T-Shirt,Fashion,2,795,0,1590.0,Lucknow,Uttar Pradesh,ST010,Net Banking
S000070102,2026-06-08,C42906,P0002,Samsung TV,Electronics,5,87502,15,371883.5,Chennai,Tamil Nadu,ST005,Credit Card
S000070103,2026-06-08,C16919,P0006,Rice Bag,Grocery,2,205,5,389.5,Jaipur,Rajasthan,ST009,Debit Card
S000070104,2026-06-08,C40822,P0007,Milk,Grocery,3,341,0,1023.0,Pune,Maharashtra,ST006,Cash
S000070105,2026-06-08,C09714,P0005,Women's Jeans,Fashion,2,831,15,1412.7,Jaipur,Rajasthan,ST009,Credit Card
S000070106,2026-06-08,C03501,P0010,Cricket Bat,Sports,1,14846,15,12619.1,Mumbai,Maharashtra,ST002,Cash
S000070107,2026-06-08,C02792,P0009,Office Chair,Home,4,9930,5,37734.0,Ahmedabad,Gujarat,ST008,Credit Card
S000070108,2026-06-08,C42854,P0001,iPhone 16,Electronics,1,41394,10,37254.6,Ahmedabad,Gujarat,ST008,Debit Card
S000070109,2026-06-08,C48744,P0002,Samsung TV,Electronics,1,34183,5,32473.85,Bengaluru,Karnataka,ST003,Debit Card
S000070110,2026-06-08,C41762,P0009,Office Chair,Home,2,8205,5,15589.5,Bengaluru,Karnataka,ST003,Debit Card
S000070111,2026-06-08,C45711,P0002,Samsung TV,Electronics,2,48051,20,76881.6,Hyderabad,Telangana,ST004,Debit Card
S000070112,2026-06-08,C08964,P0004,Men T-Shirt,Fashion,3,2306,10,6226.2,Bengaluru,Karnataka,ST003,Net Banking
S000070113,2026-06-08,C41027,P0009,Office Chair,Home,1,6809,0,6809.0,Bengaluru,Karnataka,ST003,Credit Card
