sale_id,sale_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,city,state,store_id,payment_mode
S000060001,2026-06-07,C00226,P0002,Samsung TV,Electronics,4,84507,5,321126.6,Mumbai,Maharashtra,ST002,Net Banking
S000060002,2026-06-07,C33869,P0009,Office Chair,Home,1,4345,10,3910.5,Lucknow,Uttar Pradesh,ST010,Debit Card
S000060003,2026-06-07,C32406,P0004,Men T-Shirt,Fashion,4,4032,10,14515.2,Jaipur,Rajasthan,ST009,Cash
S000060004,2026-06-07,C16777,P0005,Women's Jeans,Fashion,3,2031,20,4874.4,Hyderabad,Telangana,ST004,Credit Card
S000060005,2026-06-07,C27550,P0005,Women's Jeans,Fashion,3,3861,15,9845.55,Delhi,Delhi,ST001,UPI
S000060006,2026-06-07,C25218,P0007,Milk,Grocery,2,437,5,830.3,Chennai,Tamil Nadu,ST005,Credit Card
S000060007,2026-06-07,C05120,P0008,Dining Table,Home,2,1127,20,1803.2,Lucknow,Uttar Pradesh,ST010,Credit Card
S000060008,2026-06-07,C29066,P0006,Rice Bag,Grocery,3,476,10,1285.2,Chennai,Tamil Nadu,ST005,Cash
S000060009,2026-06-07,C06929,P0006,Rice Bag,Grocery,4,481,15,1635.4,Delhi,Delhi,ST001,Credit Card
S000060010,2026-06-07,C36007,P0009,Office Chair,Home,3,3780,0,11340.0,Lucknow,Uttar Pradesh,ST010,Credit Card
S000060011,2026-06-07,C23808,P0009,Office Chair,Home,3,4037,10,10899.9,Mumbai,Maharashtra,ST002,Net Banking
S000060012,2026-06-07,C42257,P0004,Men T-Shirt,Fashion,3,1275,0,3825.0,Lucknow,Uttar Pradesh,ST010,Debit Card
S000060013,2026-06-07,C24194,P0005,Women's Jeans,Fashion,5,4669,15,19843.25,Ahmedabad,Gujarat,ST008,UPI
S000060014,2026-06-07,C05134,P0006,Rice Bag,Grocery,4,83,5,315.4,Pune,Maharashtra,ST006,Debit Card
S000060015,2026-06-07,C49389,P0006,Rice Bag,Grocery,4,264,5,1003.2,Bengaluru,Karnataka,ST003,UPI
S000060016,2026-06-07,C01556,P0009,Office Chair,Home,4,6081,20,19459.2,Lucknow,Uttar Pradesh,ST010,Net Banking
S000060017,2026-06-07,C42755,P0007,Milk,Grocery,3,450,20,1080.0,Kolkata,West Bengal,ST007,Cash
S000060018,2026-06-07,C20480,P0005,Women's Jeans,Fashion,5,3036,5,14421.0,Pune,Maharashtra,ST006,Credit Card
S000060019,2026-06-07,C31759,P0007,Milk,Grocery,4,473,10,1702.8,Delhi,Delhi,ST001,Credit Card
S000060020,2026-06-07,C18021,P0001,iPhone 16,Electronics,4,50014,10,180050.4,Jaipur,Rajasthan,ST009,Debit Card
S000060021,2026-06-07,C10824,P0010,Cricket Bat,Sports,1,4405,10,3964.5,Lucknow,Uttar Pradesh,ST010,UPI
S000060022,2026-06-07,C13876,P0006,Rice Bag,Grocery,4,468,15,1591.2,Hyderabad,Telangana,ST004,Net Banking
S000060023,2026-06-07,C02289,P0008,Dining Table,Home,3,1377,15,3511.35,Lucknow,Uttar Pradesh,ST010,Net Banking
S000060024,2026-06-07,C03240,P0003,Laptop,Electronics,4,35353,20,113129.6,Ahmedabad,Gujarat,ST008,Debit Card
S000060025,2026-06-07,C36046,P0010,Cricket Bat,Sports,1,11818,10,10636.2,Jaipur,Rajasthan,ST009,Debit Card
S000060026,2026-06-07,C33936,P0004,Men T-Shirt,Fashion,2,4529,15,7699.3,Ahmedabad,Gujarat,ST008,UPI
